,name,genre,parent_platform,platform,publisher,developer,release_date,rating,global_sales,NA_sales,EU_sales,JP_sales,other_sales,generation,players_category,players,online,critic_positive,critic_neutral,critic_negative,metascore,num_critic_reviews,user_positive,user_neutral,user_negative,user_score,num_users_reviews
7575,Iron Brigade,Strategy,PC,PC,Double Fine Productions,Double Fine Productions,2012-08-13,T,0.11,0.07,0.03,0.0,0.01,PC,,,,3,4,0,75,7,1,2,3,5.3,6
7576,"Prinny 2: Dawn of Operation Panties, Dood!",Platform,PlayStation,PSP,NIS America,Nippon Ichi Software,2011-01-10,T,0.11,,,0.11,,7th Gen,,,,14,16,1,68,31,1,2,0,7.4,3
7577,Smash Court Tennis 3,Sports,Xbox,X360,Atari,Namco Bandai Games America,2008-08-19,E,0.11,0.05,0.04,0.0,0.01,7th Gen,2 to 4,4  Online,Online,2,25,5,55,32,1,0,1,,2
7578,Sacred 3,Role-Playing,PlayStation,PS3,Deep Silver,Keen Games,2014-08-05,M,0.11,0.1,0.0,,0.01,7th Gen,2 to 4,Up to 4 ,Not Specified,2,9,2,56,13,5,2,4,3.6,11
7580,Earth Defense Force 4.1: The Shadow of New Despair,Shooter,PlayStation,PS4,Xseed Games,Sandlot,2015-12-08,M,0.09,0.05,0.0,0.03,0.01,8th Gen,2 to 4,Up to 4 ,Not Specified,14,20,6,64,40,17,2,1,7.4,20
7581,NHL Rivals 2004,Sports,Xbox,XBOX,Microsoft Game Studios,Microsoft Game Studios,2003-11-18,E,0.11,0.08,0.02,0.0,0.01,6th Gen,5 to 12,1-10 ,Not Specified,15,20,4,65,39,3,1,0,8.8,4
7582,X-Men: Next Dimension,Fighting,Xbox,XBOX,Activision,Paradox Development,2002-10-15,T,0.12,0.03,0.05,0.02,0.02,6th Gen,2 to 4,1-2 ,Not Specified,0,8,4,56,12,0,0,1,,1
7583,OlliOlli,Sports,PC,PC,Devolver Digital,Roll7,2014-07-22,E,0.05,0.02,0.02,0.0,0.01,PC,,,,8,4,0,78,12,2,2,1,6.5,5
7584,Avatar: The Last Airbender,Adventure,PlayStation,PSP,THQ,AWE Games,2006-10-10,E10,0.05,0.02,0.02,0.0,0.01,7th Gen,Not Specified,No Online Multiplayer,Not Online,0,8,1,57,9,0,0,3,6.1,3
7585,Dawn of Discovery,Simulation,Nintendo,DS,Ubisoft,Sunflowers Interactive,2009-06-17,E,0.11,0.08,0.02,,0.0,7th Gen,,,,10,1,0,82,11,0,1,0,7.3,1
7586,Nicktoons: Unite!,Adventure,Nintendo,DS,THQ,Climax Group,2006-01-10,E,0.11,0.08,0.02,,0.0,7th Gen,1,1 Player,Not Online,0,6,1,53,7,0,2,0,7.0,2
7588,The Scorpion King: Rise of the Akkadian,Action,Nintendo,GC,Universal Interactive,Point of View,2002-09-11,T,0.11,0.1,0.0,0.0,0.01,6th Gen,1,1 Player,Not Online,1,3,3,49,7,1,1,1,7.0,3
7589,Hyperdimension Neptunia U: Action Unleashed,Action,PC,PC,Idea Factory International,Compile Heart,2016-03-21,T,0.12,0.07,0.03,0.0,0.01,PC,Not Specified,No Online Multiplayer,Not Online,1,2,1,50,4,1,1,0,6.1,2
7590,Between Me and The Night,Action-Adventure,PC,PC,Unknown,RainDance LX,2016-01-22,,0.11,0.1,0.0,0.0,0.01,PC,Not Specified,No Online Multiplayer,Not Online,0,9,0,62,9,0,0,0,5.7,0
7591,Mushroom Men: Rise of the Fungi,Action,Nintendo,DS,Gamecock,Red Fly Studio,2008-12-02,E,0.11,0.1,0.0,0.0,0.01,7th Gen,2 to 4,2  Online,Online,0,7,9,45,16,0,0,0,6.1,0
7592,Snapshot,Platform,PC,PC,Retro Affect,Retro Affect,2012-08-30,E,0.11,0.08,0.02,0.0,0.0,PC,,,,6,2,0,74,8,2,1,0,7.2,3
7595,Prinny: Can I Really Be the Hero?,Platform,PlayStation,PSP,NIS America,Nippon Ichi Software,2009-02-17,T,0.11,0.1,0.0,0.0,0.01,7th Gen,1,1 Player,Not Online,25,17,3,72,45,8,1,0,8.0,9
7597,Pokemon Rumble World,Action,Nintendo,3DS,Nintendo,Ambrella,2015-04-08,E10,0.11,0.08,0.02,,0.0,8th Gen,Not Specified,No Online Multiplayer,Not Online,3,11,2,58,16,6,9,3,6.1,18
7598,Dynasty Tactics 2,Strategy,PlayStation,PS2,KOEI,Koei,2003-09-23,T,0.11,0.05,0.04,0.0,0.01,6th Gen,1,1 Player,Not Online,13,5,0,78,18,3,0,1,8.1,4
7599,Touch Detective 2 1/2,Adventure,Nintendo,DS,Atlus,"BeeWorks Co., Ltd.",2007-10-09,E,0.09,0.02,0.01,0.05,0.01,7th Gen,Not Specified,No Online Multiplayer,Not Online,4,9,0,67,13,0,0,0,,0
7600,Real World Golf,Sports,PlayStation,PS2,Mad Catz,In2Games / Aqua Pacific,2006-04-11,E,0.11,0.1,0.01,0.0,0.01,6th Gen,2 to 4,1-4 ,Not Specified,5,6,0,73,11,1,0,0,6.3,1
7601,Patapon 2,Platform,PlayStation,PSP,Sony Computer Entertainment,Pyramid/JAPAN Studio,2009-05-05,E,0.09,0.0,0.01,0.08,0.0,7th Gen,2 to 4,1-4 ,Not Specified,38,11,0,81,49,9,3,1,8.6,13
7602,Ty the Tasmanian Tiger 2: Bush Rescue,Platform,Xbox,XBOX,Electronic Arts,Krome Studios,2004-10-12,E,0.11,0.05,0.04,0.0,0.01,6th Gen,2 to 4,1-2 ,Not Specified,9,20,0,69,29,2,1,0,8.7,3
7603,Defender,Shooter,Nintendo,GC,Midway Games,Inevitable Entertainment,2002-11-03,T,0.11,0.09,0.0,0.01,0.01,6th Gen,2 to 4,1-2 ,Not Specified,3,10,1,66,14,0,2,0,7.8,2
7604,BlazBlue: Continuum Shift II,Fighting,Nintendo,3DS,Aksys Games,Arc System Works,2011-05-31,T,0.11,0.05,0.04,0.0,0.01,8th Gen,,,,3,9,2,64,14,3,1,1,6.2,5
7605,The Polar Express,Adventure,Nintendo,GC,THQ,Blue Tongue,2004-11-02,E,0.11,0.0,0.03,0.06,0.01,6th Gen,1,1 Player,Not Online,0,3,4,40,7,2,1,2,4.7,5
7606,BMX XXX,Sports,Xbox,XBOX,Acclaim Entertainment,"Z-Axis, Ltd.",2002-11-10,M,0.11,0.08,0.02,,0.0,6th Gen,2 to 4,1-2 ,Not Specified,5,11,10,58,26,3,0,2,7.8,5
7607,ATV: Quad Frenzy,Racing,Nintendo,DS,Majesco,Skyworks Technologies,2005-11-14,E,0.11,0.08,0.02,0.0,0.0,7th Gen,2 to 4,4  Online,Online,0,0,5,35,5,0,1,0,,1
7608,Ys VIII: Lacrimosa of Dana,Role-Playing,Nintendo,Switch,NIS America,Nihon Falcom Corporation,2018-06-26,T,0.11,0.05,0.01,0.04,0.01,8th Gen,Not Specified,No Online Multiplayer,Not Online,18,3,0,82,21,23,3,1,8.8,27
7609,Lady Sia,Platform,Nintendo,GBA,TDK Mediactive,RFX Interactive,2001-10-15,E,0.11,0.08,0.02,0.0,0.0,6th Gen,1,1 Player,Not Online,4,3,1,73,8,0,1,1,7.0,2
7610,Lucha Libre AAA: Heroes del Ring,Fighting,PlayStation,PS3,Konami,Immersion Software & Graphics,2010-10-12,T,0.11,0.08,0.02,,0.0,7th Gen,,,,0,5,1,54,6,2,0,1,7.4,3
7611,Sonic Generations,Platform,PC,PC,Sega,Sega,2011-11-03,E,0.11,0.1,0.0,0.0,0.01,PC,Not Specified,No Online Multiplayer,Not Online,8,3,0,77,11,98,20,8,8.3,126
7612,Burnout Paradise Remastered,Racing,Xbox,XONE,Electronic Arts,Stellar Entertainment,2018-03-16,E10,0.11,0.03,0.03,0.03,0.01,8th Gen,5 to 12,Up to 8 ,Not Specified,26,4,0,79,30,5,2,0,6.9,7
7613,Frogger: Helmet Chaos,Platform,PlayStation,PSP,Konami,Konami Computer Entertainment Hawaii,2005-09-29,E,0.11,0.08,0.03,0.0,0.0,7th Gen,2 to 4,1-4 ,Not Specified,4,13,1,66,18,2,2,0,7.0,4
7614,Robotech: Invasion,Shooter,PlayStation,PS2,Global Star Software,Vicious Cycle,2004-10-05,T,0.1,0.1,0.0,0.0,0.01,6th Gen,5 to 12,8  Online,Online,2,24,7,57,33,0,0,0,7.3,0
7615,Dr. Seuss' The Cat in the Hat,Adventure,Xbox,XBOX,VU Games,Magenta Software,2003-11-05,E,0.11,0.02,0.07,0.0,0.02,6th Gen,1,1 Player,Not Online,0,5,1,56,6,0,0,1,,1
7616,Hellboy: The Science of Evil,Action,Xbox,X360,Konami,Krome Studios,2008-06-24,T,0.11,0.06,0.04,,0.01,7th Gen,2 to 4,2  Online,Online,1,8,22,44,31,0,0,1,5.7,1
7617,Where the Wild Things Are,Platform,PlayStation,PS3,Warner Bros. Interactive,Amaze Entertainment,2009-10-13,E10,0.11,0.1,0.0,0.0,0.01,7th Gen,,,,0,5,3,53,8,1,0,1,4.8,2
7618,Sniper Elite,Shooter,Nintendo,WII,Reef Entertainment,Reef Entertainment,2010-12-14,M,0.11,0.05,0.04,0.0,0.01,7th Gen,5 to 12,8  Online,Online,1,3,0,71,4,0,1,0,8.5,1
7619,Astro Boy: The Video Game,Action,Nintendo,WII,D3 Publisher,High Voltage Software,2009-10-20,E10,0.11,0.08,0.02,,0.0,7th Gen,Not Specified,No Online Multiplayer,Not Online,1,6,10,48,17,0,0,1,3.5,1
7620,Starsky & Hutch,Racing,Nintendo,GC,BAM! Entertainment,Minds-Eye Productions,2004-08-24,T,0.11,0.1,0.0,0.0,0.01,6th Gen,2 to 4,1-2 ,Not Specified,0,6,1,59,7,0,0,2,,2
7621,Bust-A-Move DS,Puzzle,Nintendo,DS,Majesco,Happy Happening,2005-12-06,E,0.11,0.09,0.01,0.0,0.01,7th Gen,Not Specified,No Online Multiplayer,Not Online,9,5,0,75,14,2,0,0,7.3,2
7622,Planet 51,Action,Xbox,X360,Sega,Pyro Studios,2009-11-17,E,0.11,0.07,0.02,,0.01,7th Gen,,,,0,9,4,53,13,0,0,0,,0
7623,Cabela's North American Adventures,Sports,Xbox,X360,Activision,Activision,2010-09-07,T,0.11,0.1,0.0,,0.01,7th Gen,,,,0,4,1,51,5,1,0,0,8.1,1
7624,Football Manager 2019,Simulation,PC,PC,Sega,Sports Interactive,2018-11-02,E,0.11,0.08,0.02,0.0,0.0,PC,Not Specified,Online Multiplayer,Online,31,1,0,86,32,7,3,10,6.5,20
7625,"Cook, Serve, Delicious! 2!!",Simulation,PC,PC,Vertigo Gaming Inc.,Vertigo Gaming Inc.,2017-09-13,E10,0.11,0.08,0.02,0.0,0.01,PC,,,,2,3,1,62,6,2,1,0,7.6,3
7626,Kairo,Puzzle,PC,PC,Lupus Studios Limited,Locked Door Puzzle,2012-02-06,,0.11,0.07,0.03,0.0,0.01,PC,,,,4,2,0,76,6,8,6,0,7.6,14
7627,A.R.E.S. Extinction Agenda,Platform,PC,PC,Extend Studio,ORiGO Games,2010-12-14,,0.11,0.1,0.0,0.0,0.01,PC,,,,3,3,0,68,6,2,7,4,6.2,13
7628,The Hardy Boys: The Hidden Theft,Adventure,Nintendo,WII,DreamCatcher Interactive,XPEC Entertainment Inc.,2009-09-29,E10,0.11,,0.1,,0.01,7th Gen,,,,0,2,3,50,5,0,0,0,,0
7632,Dynasty Warriors Advance,Action,Nintendo,GBA,Nintendo,Koei,2005-08-29,E10,0.11,0.07,0.03,,0.01,6th Gen,1,1 Player,Not Online,2,14,6,56,22,1,0,0,8.5,1
7633,Aqua Aqua,Puzzle,PlayStation,PS2,3DO,Zed Two Limited,2001-01-09,E,0.11,0.1,0.0,0.0,0.01,6th Gen,2 to 4,1-2 ,Not Specified,10,4,0,79,14,0,0,0,,0
7634,Naruto Shippuden: Naruto vs. Sasuke,Action,Nintendo,DS,Atlus,Takara Tomy,2010-11-12,E10,0.11,0.05,0.04,0.0,0.02,7th Gen,,,,0,6,1,64,7,0,0,0,,0
7635,Mega Man Zero 4,Platform,Nintendo,GBA,Capcom,Inti Creates,2005-10-04,E,0.11,0.1,0.0,0.0,0.01,6th Gen,2 to 4,1-2 ,Not Specified,14,2,1,77,17,6,0,0,8.8,6
7636,NASCAR '14,Racing,PlayStation,PS3,Deep Silver,Eutechnyx,2014-02-18,E,0.11,0.08,0.03,0.0,0.0,7th Gen,,,,1,6,0,67,7,0,1,2,5.0,3
7637,Tiger Woods PGA Tour 06,Sports,Nintendo,GC,EA Sports,EA Sports,2005-09-20,E,0.11,0.05,0.04,0.0,0.01,6th Gen,2 to 4,1-4 ,Not Specified,18,1,0,82,19,1,1,1,5.8,3
7638,Tetris Evolution,Puzzle,Xbox,X360,THQ,THQ,2007-03-19,E,0.11,0.08,0.0,0.03,0.01,7th Gen,2 to 4,4  Online,Online,0,15,6,52,21,1,0,0,,1
7639,Mighty No. 9,Platform,PC,PC,Deep Silver,Comcept,2016-06-21,E10,0.11,0.08,0.03,0.0,0.0,PC,Not Specified,Online Multiplayer,Online,1,12,5,52,18,10,14,15,3.6,39
7640,FIFA World Cup Germany 2006,Sports,PlayStation,PSP,EA Sports,EA Canada,2006-05-22,E,0.1,0.09,0.0,0.0,0.01,7th Gen,2 to 4,2  Online,Online,10,4,1,72,15,1,0,1,7.3,2
7641,Dungeon Souls,Action-Adventure,PC,PC,Black Shell Media,Lamina Studios,2016-12-02,,0.11,0.08,0.02,0.0,0.0,PC,,,,2,6,0,67,8,0,0,2,5.6,2
7642,Reign of Fire,Shooter,Nintendo,GC,BAM! Entertainment,Kuju Entertainment,2002-11-26,T,0.11,0.08,0.02,0.0,0.01,6th Gen,,,,1,6,2,54,9,5,0,2,5.9,7
7644,"Sakura Wars: So Long, My Love",Role-Playing,Nintendo,WII,NIS America,RED Entertainment,2010-03-30,T,0.11,0.1,0.0,0.0,0.01,7th Gen,Not Specified,No Online Multiplayer,Not Online,20,8,2,75,30,3,0,0,7.4,3
7646,Mace Griffin: Bounty Hunter,Shooter,Xbox,XBOX,VU Games,Warthog,2003-06-20,M,0.11,0.08,0.02,0.0,0.0,6th Gen,1,1 Player,Not Online,8,16,3,64,27,8,2,0,8.2,10
7647,Martian Gothic: Unification,Adventure,PlayStation,PS,Take-Two Interactive,Creative Reality,2001-11-04,M,0.11,0.09,0.01,0.0,0.01,5th Gen,1,1 Player,Not Online,1,3,0,64,4,1,5,2,6.7,8
7648,Fight Club,Fighting,Xbox,XBOX,VU Games,Genuine Games,2004-11-16,M,0.11,0.05,0.04,,0.01,6th Gen,2 to 4,2  Online,Online,0,6,23,37,29,1,1,7,4.7,9
7649,Total Immersion Racing,Racing,PlayStation,PS2,Empire Interactive,Razorworks Studios,2002-11-20,E,0.1,0.0,0.08,0.0,0.02,6th Gen,2 to 4,1-2 ,Not Specified,2,3,2,59,7,0,0,0,,0
7650,Viewtiful Joe: Double Trouble!,Action,Nintendo,DS,Capcom,Clover Studio,2005-11-18,T,0.11,0.08,0.02,,0.0,7th Gen,1,1 Player,Not Online,16,10,2,73,28,4,4,0,7.4,8
7651,Rocky Balboa,Sports,PlayStation,PSP,Sony Computer Entertainment,Ubisoft,2007-03-13,T,0.11,0.06,0.04,0.0,0.01,7th Gen,2 to 4,1-2 ,Not Specified,1,14,2,58,17,2,0,0,6.6,2
7652,FlatOut: Ultimate Carnage,Racing,Xbox,X360,Empire Interactive,Bugbear Entertainment,2007-10-02,T,0.11,0.08,0.02,,0.0,7th Gen,5 to 12,8  Online,Online,37,7,0,80,44,24,3,3,8.6,30
7653,Digimon Digital Card Battle,Strategy,PlayStation,PS,Bandai,Bandai,2001-06-28,T,0.11,0.05,0.04,0.0,0.01,5th Gen,2 to 4,1-2 ,Not Specified,0,4,1,51,5,24,0,2,8.8,26
7654,AquaPazza: AquaPlus Dream Match,Misc,PlayStation,PS3,Atlus,Unknown,2013-11-19,T,0.11,0.08,0.0,0.01,0.01,7th Gen,2 to 4,2 ,Not Specified,6,7,0,75,13,0,0,0,7.8,0
7655,Pro Evolution Soccer 2014,Sports,PC,PC,Konami Digital Entertainment,Konami,2013-11-12,E,0.11,0.01,0.09,0.0,0.01,PC,,,,3,6,0,74,9,10,17,37,4.4,64
7656,Family Feud: 2012 Edition,Misc,Xbox,X360,Ubisoft,Ubisoft,2011-10-18,E10,0.11,0.07,0.03,0.0,0.01,7th Gen,,,,0,1,3,47,4,0,0,1,5.3,1
7657,Trauma Center: Under the Knife 2,Simulation,Nintendo,DS,Atlus,Atlus Co.,2008-07-02,T,0.11,0.06,0.04,0.0,0.01,7th Gen,1,1 Player,Not Online,24,5,0,79,29,0,0,0,8.5,0
7658,Cities XXL,Simulation,PC,PC,Focus Home Interactive,Focus Home Interactive,2015-02-05,,0.11,0.05,,0.05,0.01,PC,,,,0,11,9,47,20,4,6,37,1.7,47
7659,Dark Souls: Remastered,Role-Playing,Xbox,XONE,Bandai Namco Entertainment,From Software,2018-05-25,M,0.11,0.0,0.09,0.0,0.02,8th Gen,5 to 12,Up to 6 ,Not Specified,9,0,0,86,9,8,2,1,6.8,11
7660,Dead to Rights II,Shooter,Xbox,XBOX,Namco,WideScreen Games,2005-04-12,M,0.1,0.1,0.0,0.0,0.01,6th Gen,1,1 Player,Not Online,1,24,10,54,35,2,2,0,7.4,4
7661,Hysteria Hospital: Emergency Ward,Action,Nintendo,DS,O-Games,Gameinvest,2009-06-16,E,0.11,0.1,0.0,0.0,0.01,7th Gen,,,,0,8,4,45,12,0,0,0,,0
7663,Cabela's Dangerous Hunts 2,Sports,Xbox,XBOX,Activision,FUN Labs,2005-11-16,T,0.11,0.07,0.03,,0.01,6th Gen,,,,0,4,0,63,4,0,0,0,,0
7664,SimCity 2000,Simulation,Nintendo,GBA,"Destination Software, Inc",Full-Fat,2003-11-13,E,0.11,0.08,0.02,,0.0,6th Gen,1,1 Player,Not Online,1,6,2,62,9,4,1,0,7.8,5
7665,X-Men: The Official Game,Action,Nintendo,DS,Activision,Amaze Entertainment,2006-05-16,E10,0.11,0.1,0.0,0.0,0.01,7th Gen,1,1 Player,Not Online,0,9,8,50,17,0,1,0,7.8,1
7666,The Godfather: Mob Wars,Action,PlayStation,PSP,Electronic Arts,Page 44,2006-09-19,M,0.1,0.09,0.0,0.0,0.01,7th Gen,1,1 Player,Not Online,3,26,5,59,34,0,0,1,7.4,1
7667,Pac-Man and the Ghostly Adventures 2,Platform,Xbox,X360,Namco Bandai Games,Monkey Bar Games,2014-10-14,E10,0.11,0.08,0.02,,0.0,7th Gen,,,,1,5,1,60,7,0,1,1,6.5,2
7668,Puzzle Chronicles,Puzzle,PlayStation,PSP,Konami,Infinite Interactive,2010-01-28,E10,0.11,0.08,0.03,0.0,0.0,7th Gen,,,,2,16,1,62,19,1,0,0,,1
7669,Stronghold Kingdoms,Strategy,PC,PC,DTP Entertainment,FireFly Studios,2012-02-27,,0.11,0.1,0.0,0.0,0.01,PC,,,,2,2,0,75,4,12,6,30,4.7,48
7670,Gravity Games Bike: Street Vert Dirt,Sports,PlayStation,PS2,Midway Games,Midway Games,2002-06-27,T,0.11,0.09,0.01,0.0,0.01,6th Gen,2 to 4,1-2 ,Not Specified,0,3,9,24,12,9,0,5,4.0,14
7671,Top Spin,Sports,PlayStation,PS2,2K Sports,Pam Development,2005-09-26,E,0.11,0.05,0.05,0.0,0.01,6th Gen,2 to 4,2  Online,Online,6,20,2,67,28,1,3,1,7.8,5
7672,Slime Rancher,Simulation,PlayStation,PS4,Skybound Games,Monomi Park,2018-08-21,E10,0.08,0.07,0.0,0.0,0.01,8th Gen,Not Specified,No Online Multiplayer,Not Online,1,3,0,69,4,3,1,1,7.1,5
7673,UFC: Tapout 2,Fighting,Xbox,XBOX,TDK Mediactive,DreamFactory,2003-03-20,T,0.11,0.0,0.1,0.0,0.02,6th Gen,2 to 4,1-2 ,Not Specified,4,9,1,66,14,2,1,0,7.3,3
7674,The First Templar,Adventure,Xbox,X360,Kalypso,Haemimont Games,2011-05-17,T,0.1,0.05,0.04,0.0,0.01,7th Gen,1,1 Player,Not Online,1,11,9,52,21,6,3,3,6.1,12
7675,Vexx,Platform,Xbox,XBOX,Acclaim Entertainment,Acclaim Studios Austin,2003-02-10,T,0.1,0.05,0.04,0.0,0.01,6th Gen,1,1 Player,Not Online,7,14,0,70,21,2,1,0,8.5,3
7676,Winning Eleven: Pro Evolution Soccer 2007,Sports,Xbox,X360,Konami,Konami Computer Entertainment Tokyo,2007-02-06,E,0.1,0.08,,,0.02,7th Gen,2 to 4,1-4 ,Not Specified,15,7,0,79,22,5,5,2,6.5,12
7677,Disney's Chicken Little: Ace In Action,Shooter,Nintendo,WII,Buena Vista,Avalanche Software,2006-12-11,E10,0.1,0.08,0.02,,0.0,7th Gen,Not Specified,No Online Multiplayer,Not Online,1,7,0,72,8,1,0,0,7.8,1
7678,F1 Career Challenge,Racing,PlayStation,PS2,EA Sports,Visual Science,2003-06-24,E,0.11,0.06,0.04,0.0,0.01,6th Gen,2 to 4,1-4 ,Not Specified,6,7,2,70,15,7,1,3,7.7,11
7679,Pariah,Action,Xbox,XBOX,Groove Games,Unknown,2005-05-03,M,0.1,0.08,0.02,,0.0,6th Gen,13 to 24,1-16 ,Not Specified,20,31,1,70,52,8,3,3,7.6,14
7680,Battleplan: American Civil War,Strategy,PC,PC,Kiss,The Mustard Corporation,2014-07-04,,0.1,0.09,0.0,0.0,0.01,PC,,,,0,4,0,66,4,1,0,1,6.0,2
7681,Metal Slug 3,Shooter,Xbox,XBOX,SNK,SNK Corporation,2004-05-26,T,0.1,0.09,0.0,,0.01,6th Gen,2 to 4,1-2 ,Not Specified,40,16,0,76,56,7,0,0,5.4,7
7682,The Lord of the Rings: Conquest,Action,Nintendo,DS,Electronic Arts,Artificial Mind and Movement,2009-01-13,T,0.1,0.05,0.04,0.0,0.01,7th Gen,,,,1,7,1,61,9,0,0,0,7.8,0
7683,Princess Debut,Misc,Nintendo,DS,Natsume,Cave,2008-09-30,E,0.1,0.08,0.02,,0.0,7th Gen,,,,2,4,0,71,6,1,0,0,7.4,1
7685,Banjo-Pilot,Racing,Nintendo,GBA,THQ,Rare Ltd.,2005-01-12,E,0.1,0.08,0.02,,0.0,6th Gen,2 to 4,1-4 ,Not Specified,5,17,0,68,22,3,4,0,6.2,7
7686,Cloudy With a Chance of Meatballs,Adventure,PlayStation,PS3,Ubisoft,Ubisoft Shanghai,2009-09-18,E,0.11,0.09,0.01,0.0,0.01,7th Gen,,,,1,8,0,66,9,1,2,0,6.0,3
7687,Cloudy with a Chance of Meatballs,Adventure,PlayStation,PS3,Ubisoft,Ubisoft Shanghai,2009-09-18,E,0.1,0.1,0.0,0.0,0.01,7th Gen,,,,1,8,0,66,9,1,2,0,6.0,3
7688,Gallop Racer 2006,Sports,PlayStation,PS2,Tecmo,Tecmo,2006-05-02,E,0.1,0.09,0.0,0.0,0.01,6th Gen,2 to 4,1-2 ,Not Specified,7,7,1,69,15,5,0,0,8.3,5
7689,Frogger: Ancient Shadow,Platform,PlayStation,PS2,Konami,Hudson Soft,2005-09-27,E,0.1,0.07,0.03,0.0,0.0,6th Gen,2 to 4,1-4 ,Not Specified,1,12,4,54,17,0,1,2,4.0,3
7690,Tom Clancy's Splinter Cell: Conviction,Action,PC,PC,Ubisoft,Ubisoft Montreal,2010-04-27,M,0.1,0.09,0.01,0.0,0.01,PC,,,,16,4,0,83,20,39,26,28,5.4,93
7692,Tom Clancy's Splinter Cell: Chaos Theory,Action,Nintendo,GC,Ubisoft,Ubisoft Montreal,2005-03-31,M,0.1,0.02,0.02,0.06,0.01,6th Gen,2 to 4,1-2 ,Not Specified,23,5,0,81,28,6,2,0,8.1,8
7693,Blades of Time,Action,Xbox,X360,Konami Digital Entertainment,Gaijin Games Inc.,2012-03-06,T,0.1,0.05,0.04,0.0,0.01,7th Gen,2 to 4,2 ,Not Specified,0,18,5,52,23,4,6,2,6.7,12
7694,Escape From Monkey Island,Adventure,PlayStation,PS2,LucasArts,LucasArts,2001-06-18,T,0.11,0.0,0.08,0.0,0.02,6th Gen,1,1 Player,Not Online,19,2,0,84,21,5,1,0,8.3,6
7695,JU-ON: The Grudge,Adventure,Nintendo,WII,Xseed Games,FeelPlus,2009-10-13,M,0.1,0.08,0.02,0.0,0.0,7th Gen,,,,0,12,20,39,32,9,0,4,5.7,13
7696,Monster Prom,Simulation,PC,PC,Those Awesome Guys,Beautiful Glitch,2018-04-27,,0.1,0.08,0.02,0.0,0.0,PC,2 to 4,Up to 4 ,Not Specified,6,5,0,73,11,6,1,0,7.2,7
7697,Yggdra Union: We'll Never Fight Alone,Role-Playing,PlayStation,PSP,Atlus,Sting,2008-09-16,T,0.11,0.07,0.03,0.0,0.01,7th Gen,,,,9,7,1,73,17,1,0,0,7.9,1
7698,Rusty Lake: Roots,Adventure,PC,PC,Rusty Lake,Rusty Lake,2016-10-20,,0.1,0.05,0.04,0.0,0.01,PC,Not Specified,No Online Multiplayer,Not Online,2,2,0,75,4,0,0,0,8.0,0
7699,Exit DS,Puzzle,Nintendo,DS,Taito,Taito Corporation,2008-11-05,E,0.1,0.07,0.01,0.01,0.01,7th Gen,1,1 Player,Not Online,5,17,3,64,25,0,0,0,6.7,0
7701,Gretzky NHL,Sports,PlayStation,PSP,Sony Computer Entertainment,989 Sports,2005-03-14,E,0.1,0.05,0.0,0.04,0.01,7th Gen,2 to 4,2  Online,Online,3,17,3,61,23,0,2,2,7.0,4
7703,Stardew Valley,Simulation,PlayStation,PS4,505 Games,ConcernedApe,2016-12-13,E10,0.1,0.09,0.0,0.01,0.01,8th Gen,Not Specified,No Online Multiplayer,Not Online,11,0,0,86,11,29,2,3,7.7,34
7704,Dropship: United Peace Force,Simulation,PlayStation,PS2,BAM! Entertainment,Psygnosis Camden Studio,2002-05-29,T,0.02,0.0,0.0,0.02,0.0,6th Gen,1,1 Player,Not Online,11,6,0,78,17,4,0,0,8.6,4
7705,Road Rash: Jailbreak,Racing,Nintendo,GBA,DSI Games,Magic Pockets,2003-09-17,T,0.1,0.1,0.0,0.0,0.01,6th Gen,,,,10,5,0,78,15,15,0,0,8.5,15
7706,Everything,Simulation,PC,PC,Double Fine Presents,David OReilly,2017-04-21,,0.1,0.09,0.01,0.0,0.01,PC,Not Specified,No Online Multiplayer,Not Online,3,1,0,78,4,3,2,5,5.5,10
7707,Syberia,Adventure,Xbox,XBOX,XS Games,Microids,2003-07-23,T,0.1,0.04,0.04,,0.02,6th Gen,1,1 Player,Not Online,10,6,1,72,17,0,1,1,7.0,2
7708,The Seven Deadly Sins: Knights of Britannia,Fighting,PlayStation,PS4,Bandai Namco Entertainment,Natsume Atari,2018-02-09,T,0.1,0.05,0.04,0.0,0.01,8th Gen,2 to 4,Up to 4 ,Not Specified,1,26,6,55,33,5,1,2,6.2,8
7709,WireWay,Platform,Nintendo,DS,Konami,Konami,2009-11-03,E,0.1,0.07,0.03,0.0,0.0,7th Gen,,,,0,9,0,62,9,0,1,0,,1
7710,Little Racers STREET,Racing,PC,PC,Milkstone Studios,Milkstone Studios S.L.,2012-10-02,,0.1,,,,,PC,Not Specified,Online Multiplayer,Online,0,5,0,62,5,2,1,1,6.4,4
7711,G1 Jockey 3,Sports,PlayStation,PS2,KOEI,Koei/Inis,2003-05-28,E,0.1,0.08,0.02,,0.0,6th Gen,2 to 4,1-2 ,Not Specified,5,7,0,71,12,7,0,0,8.2,7
7712,Disgaea Infinite,Adventure,PlayStation,PSP,NIS America,Nippon Ichi Software,2010-06-08,T,0.1,0.05,0.02,0.02,0.01,7th Gen,,,,3,12,0,64,15,1,0,0,4.6,1
7713,Phantom Brave: The Hermuda Triangle,Role-Playing,PlayStation,PSP,NIS America,Nippon Ichi Software,2011-03-08,T,0.11,0.1,0.0,0.0,0.01,7th Gen,Not Specified,No Online Multiplayer,Not Online,1,15,0,65,16,0,0,0,7.5,0
