,name,genre,parent_platform,platform,publisher,developer,release_date,rating,global_sales,NA_sales,EU_sales,JP_sales,other_sales,generation,players_category,players,online,critic_positive,critic_neutral,critic_negative,metascore,num_critic_reviews,user_positive,user_neutral,user_negative,user_score,num_users_reviews
138,Kingdom Hearts,Role-Playing,PlayStation,PS2,Square EA,SquareSoft,2002-09-16,E,6.4,3.64,1.2,1.49,0.07,6th Gen,1,1 Player,Not Online,43,3,0,85,46,171,16,7,8.9,194
139,The Last of Us,Action-Adventure,PlayStation,PS3,Sony Computer Entertainment America,Naughty Dog,2013-06-14,M,5.99,2.41,2.28,0.28,1.01,7th Gen,5 to 12,Up to 8 ,Not Specified,97,1,0,95,98,1641,141,61,9.2,1843
140,Driver,Action,PlayStation,PS,GT Interactive,Reflections Interactive,1999-06-30,T,6.27,3.11,2.8,0.02,0.33,5th Gen,1,1 Player,Not Online,21,1,0,87,22,19,2,1,8.0,22
141,Call of Duty: WWII,Shooter,Xbox,XONE,Activision,Sledgehammer Games,2017-11-03,M,6.23,3.75,1.91,,0.57,8th Gen,13 to 24,Up to 18 ,Not Specified,18,3,0,80,21,24,29,54,4.1,107
142,Big Brain Academy,Misc,Nintendo,DS,Nintendo,Nintendo EAD,2006-06-05,E,6.67,1.67,2.78,1.6,0.62,7th Gen,5 to 12,1-8 ,Not Specified,28,17,0,74,45,7,4,1,7.5,12
143,Metal Gear Solid 2: Sons of Liberty,Action,PlayStation,PS2,Konami,Konami Computer Entertainment Japan,2001-11-12,M,6.05,2.45,2.01,0.87,0.72,6th Gen,1,1 Player,Not Online,42,0,0,96,42,249,31,26,8.8,306
144,Metal Gear Solid,Action,PlayStation,PS,Konami,Konami Computer Entertainment Japan,1998-10-21,M,6.03,3.18,1.83,0.78,0.24,5th Gen,1,1 Player,Not Online,19,1,0,94,20,205,7,2,9.2,214
145,Metal Gear Solid 4: Guns of the Patriots,Action,PlayStation,PS3,Konami,Kojima Productions,2008-06-12,M,6.03,2.63,1.74,0.83,0.83,7th Gen,13 to 24,Up to 16 ,Not Specified,82,0,0,94,82,684,71,80,8.8,835
146,Euro Truck Simulator 2,Simulation,PC,PC,SCS Software,SCS Software,2013-01-16,,0.13,0.0,0.12,0.0,0.02,PC,Not Specified,No Online Multiplayer,Not Online,14,4,0,79,18,195,28,10,8.7,233
147,Mario Kart: Super Circuit,Racing,Nintendo,GBA,Nintendo,Intelligent Systems,2001-08-26,E,5.47,2.62,1.64,0.99,0.23,6th Gen,2 to 4,1-4 ,Not Specified,24,0,0,93,24,36,9,13,8.1,58
148,Super Mario Sunshine,Platform,Nintendo,GC,Nintendo,Nintendo EAD,2002-08-25,E,6.31,4.01,1.26,0.87,0.17,6th Gen,1,1 Player,Not Online,60,1,0,92,61,135,14,16,8.6,165
149,LittleBigPlanet,Platform,PlayStation,PS3,Sony Computer Entertainment,Media Molecule,2008-10-27,E,5.92,2.8,2.05,0.17,0.9,7th Gen,2 to 4,Up to 4 ,Not Specified,85,0,0,95,85,351,51,58,6.8,460
150,LittleBigPlanet,Platform,PlayStation,PS3,Sony Computer Entertainment,Media Molecule,2008-10-27,E,5.92,2.8,2.05,0.17,0.9,7th Gen,2 to 4,Up to 4 ,Not Specified,85,0,0,95,85,351,51,58,6.8,460
151,Age of Empires II: HD Edition,Strategy,PC,PC,Microsoft Studios,Hidden Path Entertainment,2013-04-09,T,5.82,,,,,PC,Not Specified,Online Multiplayer,Online,8,11,1,68,20,82,23,34,7.9,139
152,Super Mario 3D World,Platform,Nintendo,WIIU,Nintendo,Nintendo EAD Tokyo,2013-11-22,E,5.8,,,,,8th Gen,Not Specified,No Online Multiplayer,Not Online,81,2,0,93,83,359,37,16,8.9,412
153,Link's Crossbow Training,Shooter,Nintendo,WII,Nintendo,Nintendo EAD,2007-11-19,T,5.79,,,,,7th Gen,2 to 4,1-4 ,Not Specified,8,25,1,68,34,14,5,2,7.1,21
154,Red Dead Redemption 2,Action-Adventure,Xbox,XONE,Rockstar Games,Rockstar Games,2018-10-26,M,5.77,3.76,1.47,,0.54,8th Gen,25 to 64,Up to 32 ,Not Specified,33,0,0,97,33,403,64,88,7.6,555
155,New Super Mario Bros. U,Platform,Nintendo,WIIU,Nintendo,Nintendo EAD,2012-11-18,E,5.77,,,,,8th Gen,Not Specified,No Online Multiplayer,Not Online,65,5,0,84,70,126,41,12,8.0,179
156,Destiny,Shooter,PlayStation,PS4,Activision,Bungie,2014-09-09,T,5.65,2.49,2.05,0.16,0.96,8th Gen,13 to 24,Up to 16 ,Not Specified,60,34,1,76,95,775,498,554,6.1,1827
157,Luigi's Mansion: Dark Moon,Adventure,Nintendo,3DS,Nintendo,Next Level Games,2013-03-24,E,4.58,1.78,1.39,1.1,0.3,8th Gen,2 to 4,Up to 4 ,Not Specified,67,7,0,86,74,104,18,3,8.5,125
158,Tekken 2,Fighting,PlayStation,PS,Namco,Namco,1996-08-25,T,5.74,2.26,1.89,1.36,0.23,5th Gen,2 to 4,1-2 ,Not Specified,8,0,0,89,8,15,2,0,8.6,17
159,Uncharted: The Nathan Drake Collection,Action,PlayStation,PS4,Sony Computer Entertainment,Bluepoint Games,2015-10-09,T,4.47,1.96,1.69,0.08,0.74,8th Gen,Not Specified,No Online Multiplayer,Not Online,76,2,0,86,78,204,25,18,8.5,247
160,Super Mario World: Super Mario Advance 2,Platform,Nintendo,GBA,Nintendo,Nintendo EAD,2002-02-09,E,5.69,,,,,6th Gen,,,,28,0,0,92,28,35,1,0,8.9,36
161,LEGO Star Wars: The Complete Saga,Action,Nintendo,WII,LucasArts,Traveller's Tales,2007-11-06,E10,5.66,3.57,1.57,,0.52,7th Gen,Not Specified,No Online Multiplayer,Not Online,16,1,0,80,17,32,2,1,8.6,35
162,Cooking Mama,Simulation,Nintendo,DS,Majesco,Office Create,2006-09-12,E,5.72,3.13,1.94,0.07,0.58,7th Gen,2 to 4,1-4 ,Not Specified,8,25,2,67,35,4,5,0,7.3,9
163,The Legend of Zelda: Ocarina of Time 3D,Action-Adventure,Nintendo,3DS,Nintendo,GREZZO,2011-06-19,E10,5.62,,,,,8th Gen,Not Specified,No Online Multiplayer,Not Online,84,1,0,94,85,299,23,4,9.0,326
164,The Legend of Zelda: Ocarina of Time 3D,Adventure,Nintendo,3DS,Nintendo,GREZZO,2011-06-19,E10,2.0,1.42,0.01,0.56,,8th Gen,Not Specified,No Online Multiplayer,Not Online,84,1,0,94,85,299,23,4,9.0,326
165,Super Mario Advance,Platform,Nintendo,GBA,Nintendo,Nintendo EAD,2001-06-10,E,5.49,3.14,1.24,0.91,0.2,6th Gen,,,,18,1,0,84,19,7,1,2,7.3,10
166,Assassin's Creed II,Action,PlayStation,PS3,Ubisoft,Ubisoft Montreal,2009-11-17,M,5.57,2.54,1.95,0.21,0.87,7th Gen,Not Specified,No Online Multiplayer,Not Online,69,1,0,91,70,215,25,15,8.6,255
167,Super Smash Bros.,Fighting,Nintendo,N64,Nintendo,HAL Laboratory,1999-04-26,E,5.55,2.95,0.6,1.97,0.04,5th Gen,2 to 4,1-4 ,Not Specified,10,0,1,79,11,80,15,3,8.8,98
168,Assassin's Creed,Action,Xbox,X360,Ubisoft,Ubisoft Montreal,2007-11-13,M,5.55,3.28,1.65,0.07,0.55,7th Gen,Not Specified,No Online Multiplayer,Not Online,55,22,0,81,77,182,83,37,7.6,302
169,Assassin's Creed,Adventure,Xbox,X360,Ubisoft,Ubisoft Montreal,2007-11-13,M,5.55,3.28,1.65,0.07,0.55,7th Gen,Not Specified,No Online Multiplayer,Not Online,55,22,0,81,77,182,83,37,7.6,302
170,Batman: Arkham City,Action,PlayStation,PS3,Warner Bros. Interactive,Rocksteady Studios,2011-10-18,T,5.53,2.7,1.91,0.11,0.8,7th Gen,Not Specified,No Online Multiplayer,Not Online,42,0,0,96,42,420,25,3,8.7,448
171,Forza Motorsport 3,Racing,Xbox,X360,Microsoft Game Studios,Turn 10 Studios,2009-10-27,E,5.51,2.99,1.92,0.1,0.51,7th Gen,5 to 12,Up to 8 ,Not Specified,90,0,0,92,90,79,15,10,8.1,104
172,Dragon Quest IX: Sentinels of the Starry Skies,Role-Playing,Nintendo,DS,Nintendo,Level 5,2010-07-11,E10,5.84,0.66,0.69,4.35,0.15,7th Gen,2 to 4,Up to 4 ,Not Specified,65,0,0,87,65,34,7,0,8.5,41
173,Final Fantasy IX,Role-Playing,PlayStation,PS,Square,SquareSoft,2000-11-13,T,5.3,1.62,0.77,2.78,0.14,5th Gen,1,1 Player,Not Online,21,1,0,94,22,168,14,11,9.1,193
174,Final Fantasy X-2,Role-Playing,PlayStation,PS2,Square Enix,Square Enix,2003-11-18,T,5.29,1.92,1.08,2.11,0.17,6th Gen,1,1 Player,Not Online,38,7,0,85,45,88,27,23,7.6,138
175,The Witcher 3: Wild Hunt,Role-Playing,PC,PC,Warner Bros. Interactive Entertainment,CD Projekt Red Studio,2015-05-18,M,0.67,0.2,0.42,0.0,0.05,PC,Not Specified,No Online Multiplayer,Not Online,32,0,0,93,32,1377,90,78,9.4,1545
176,Call of Duty: World at War,Shooter,PlayStation,PS3,Activision,Treyarch,2008-11-10,M,5.43,2.72,1.87,0.0,0.84,7th Gen,13 to 24,Up to 18 ,Not Specified,41,4,0,85,45,58,26,19,7.6,103
177,Super Mario Advance 4: Super Mario Bros. 3,Platform,Nintendo,GBA,Nintendo,Nintendo EAD,2003-10-21,E,5.43,,,,,6th Gen,2 to 4,1-4 ,Not Specified,25,0,0,94,25,40,2,4,8.9,46
178,Crash Bandicoot: The Wrath of Cortex,Platform,PlayStation,PS2,Universal Interactive,Traveller's Tales,2001-10-29,E,5.42,2.07,2.29,0.24,0.82,6th Gen,1,1 Player,Not Online,5,15,2,66,22,23,32,11,7.1,66
179,The Witcher 3: Wild Hunt,Role-Playing,PlayStation,PS4,Warner Bros. Interactive Entertainment,CD Projekt Red Studio,2015-05-19,M,3.73,0.96,2.0,0.21,0.56,8th Gen,Not Specified,No Online Multiplayer,Not Online,78,1,0,92,79,1180,123,88,9.2,1391
180,Final Fantasy XIII,Role-Playing,PlayStation,PS3,Square Enix,Square Enix,2010-03-09,T,5.36,1.74,1.24,1.87,0.52,7th Gen,Not Specified,No Online Multiplayer,Not Online,73,9,1,83,83,201,90,154,7.2,445
181,Gran Turismo 5 Prologue,Racing,PlayStation,PS3,Sony Computer Entertainment,Polyphony Digital,2008-04-15,E,4.2,1.28,1.83,0.57,0.53,7th Gen,13 to 24,16  Online,Online,54,13,0,80,67,31,4,14,7.1,49
182,Gran Turismo 5 Prologue,Racing,PlayStation,PS3,Sony Computer Entertainment,Polyphony Digital,2008-04-15,E,4.2,1.28,1.83,0.57,0.53,7th Gen,13 to 24,16  Online,Online,54,13,0,80,67,31,4,14,7.1,49
183,Super Smash Bros. for Wii U,Fighting,Nintendo,WIIU,Nintendo,Bandai Namco Games,2014-11-21,E10,5.35,,,,,8th Gen,2 to 4,Up to 4 ,Not Specified,76,1,0,92,77,413,39,16,8.9,468
184,Assassin's Creed III,Action-Adventure,Xbox,X360,Ubisoft,Ubisoft Montreal,2012-10-30,M,5.3,3.13,1.71,0.03,0.44,7th Gen,5 to 12,Up to 8 ,Not Specified,52,9,0,84,61,145,126,71,6.8,342
185,Assassin's Creed II,Action,Xbox,X360,Ubisoft,Ubisoft Montreal,2009-11-17,M,5.27,3.1,1.56,0.08,0.51,7th Gen,Not Specified,No Online Multiplayer,Not Online,79,2,1,90,82,193,26,12,8.8,231
186,Assassin's Creed II,Action,Xbox,X360,Ubisoft,Ubisoft Montreal,2009-11-17,M,5.27,3.1,1.56,0.08,0.51,7th Gen,Not Specified,No Online Multiplayer,Not Online,79,2,1,90,82,193,26,12,8.8,231
187,Super Mario Party,Party,Nintendo,Switch,Nintendo,"Nd Cube Co., Ltd.",2018-10-05,E,5.3,,,,,8th Gen,Not Specified,Online Multiplayer,Online,58,26,0,76,84,70,30,29,7.4,129
188,The Forest,Misc,PC,PC,Endnight Games Ltd,Unknown,2018-04-30,,5.3,,,,,PC,,,,14,2,0,83,16,37,14,6,7.3,57
189,Donkey Kong 64,Platform,Nintendo,N64,Nintendo,Rare Ltd.,1999-10-31,E,5.27,3.33,0.79,1.09,0.06,5th Gen,2 to 4,1-4 ,Not Specified,14,0,0,90,14,45,9,5,8.6,59
190,Just Dance 2,Misc,Nintendo,WII,Ubisoft,Ubisoft Paris,2010-10-12,E10,5.25,,,,,7th Gen,,,,13,11,0,74,24,7,2,0,7.3,9
191,Madden NFL 2004,Sports,PlayStation,PS2,EA Sports,EA Tiburon,2003-08-12,E,5.23,4.26,0.26,0.01,0.71,6th Gen,5 to 12,1-8 ,Not Specified,27,2,0,94,29,57,5,6,8.2,68
192,Call of Duty: Advanced Warfare,Shooter,Xbox,XONE,Activision,Sledgehammer Games,2014-11-03,M,5.22,3.25,1.49,0.01,0.48,8th Gen,13 to 24,Up to 18 ,Not Specified,45,8,0,81,53,119,64,96,5.5,279
193,Fallout: New Vegas,Role-Playing,PC,PC,Bethesda Softworks,Obsidian Entertainment,2010-10-19,M,1.16,0.58,0.45,0.0,0.14,PC,Not Specified,No Online Multiplayer,Not Online,36,3,0,84,39,516,89,56,8.7,661
194,Gran Turismo 6,Racing,PlayStation,PS3,Sony Computer Entertainment America,Polyphony Digital,2013-12-06,E,3.64,0.71,1.8,0.4,0.74,7th Gen,13 to 24,Up to 16 ,Not Specified,65,16,0,81,81,101,25,21,8.0,147
195,Kingdom Hearts II,Role-Playing,PlayStation,PS2,Square Enix,Square Enix,2006-03-28,E10,4.33,2.2,0.58,1.38,0.17,6th Gen,1,1 Player,Not Online,58,6,0,87,64,170,18,14,9.0,202
196,God of War III,Action,PlayStation,PS3,Sony Computer Entertainment,SCEA Santa Monica Studio,2010-03-16,M,4.84,2.74,1.36,0.12,0.63,7th Gen,Not Specified,No Online Multiplayer,Not Online,101,0,0,92,101,260,23,6,8.8,289
197,Nintendo Land,Party,Nintendo,WIIU,Nintendo,Nintendo,2012-11-18,E10,5.19,,,,,8th Gen,5 to 12,1-5 ,Not Specified,42,19,0,77,61,87,39,1,7.9,127
198,Medal of Honor: Rising Sun,Shooter,PlayStation,PS2,Electronic Arts,EA Los Angeles,2003-11-11,T,5.13,1.98,2.23,0.13,0.8,6th Gen,5 to 12,1-8 ,Not Specified,11,16,3,68,30,34,12,9,7.6,55
199,Battlefield 1,Shooter,Xbox,XONE,Electronic Arts,EA DICE,2016-10-18,M,5.13,3.37,1.26,0.02,0.48,8th Gen,25 to 64,Up to 64 ,Not Specified,37,2,0,87,39,98,19,22,7.6,139
200,Guitar Hero II,Misc,PlayStation,PS2,RedOctane,Harmonix Music Systems,2006-11-07,T,5.12,3.81,0.63,0.0,0.68,6th Gen,2 to 4,1-2 ,Not Specified,68,1,0,92,69,33,7,2,8.4,42
201,Resident Evil 5,Action,PlayStation,PS3,Capcom,Capcom,2009-03-13,M,5.11,1.96,1.43,1.08,0.65,7th Gen,2 to 4,2  Online,Online,65,11,0,84,76,90,44,24,7.5,158
202,Fable III,Role-Playing,Xbox,X360,Microsoft Game Studios,Lionhead Studios,2010-10-26,M,5.13,3.59,1.11,0.05,0.38,7th Gen,Not Specified,No Online Multiplayer,Not Online,72,16,0,80,88,64,68,41,6.5,173
203,Fable III,Role-Playing,Xbox,X360,Microsoft Game Studios,Lionhead Studios,2010-10-26,M,5.13,3.59,1.11,0.05,0.38,7th Gen,Not Specified,No Online Multiplayer,Not Online,72,16,0,80,88,64,68,41,6.5,173
204,Mario & Sonic at the Olympic Games,Sports,Nintendo,DS,Sega,Sega,2008-01-22,E,5.14,1.64,2.48,0.44,0.58,7th Gen,Not Specified,No Online Multiplayer,Not Online,10,23,0,70,33,5,10,1,7.0,16
205,Grand Theft Auto: Vice City Stories,Action,PlayStation,PSP,Rockstar Games,Rockstar Leeds,2006-10-31,M,5.08,1.7,2.02,0.16,1.21,7th Gen,Not Specified,No Online Multiplayer,Not Online,46,4,0,86,50,31,7,3,8.2,41
206,FIFA Soccer 11,Sports,PlayStation,PS3,EA Sports,EA Canada,2010-09-28,E,5.08,0.6,3.29,0.06,1.13,7th Gen,13 to 24,Up to 22 ,Not Specified,51,0,0,89,51,57,13,4,8.1,74
207,Final Fantasy XV,Role-Playing,PlayStation,PS4,Square Enix,Square Enix,2016-11-29,T,5.07,1.81,1.53,1.05,0.68,8th Gen,2 to 4,Up to 4 ,Not Specified,89,20,0,81,109,556,236,233,7.6,1025
208,Fallout 4,Role-Playing,Xbox,XONE,Bethesda Softworks,Bethesda Game Studios,2015-11-10,M,5.03,2.94,1.62,0.02,0.45,8th Gen,Not Specified,No Online Multiplayer,Not Online,38,1,0,88,39,242,73,77,6.5,392
209,Tony Hawk's Pro Skater,Sports,PlayStation,PS,Activision,Neversoft Entertainment,1999-08-31,T,5.02,3.42,1.38,0.02,0.2,5th Gen,2 to 4,1-2 ,Not Specified,18,0,0,92,18,8,3,0,8.9,11
210,Cities: Skylines,Simulation,PC,PC,Paradox Interactive,Colossal Order,2015-03-10,E,0.14,0.0,0.13,0.0,0.01,PC,Not Specified,No Online Multiplayer,Not Online,58,2,0,85,60,244,31,8,8.9,283
211,Gears of War,Shooter,Xbox,X360,Microsoft Game Studios,Epic Games,2006-11-07,M,6.11,3.54,1.9,0.07,0.6,7th Gen,5 to 12,8  Online,Online,88,0,0,94,88,373,79,62,8.3,514
212,Gears of War,Shooter,Xbox,X360,Microsoft Game Studios,Epic Games,2006-11-07,M,6.11,3.54,1.9,0.07,0.6,7th Gen,5 to 12,8  Online,Online,88,0,0,94,88,373,79,62,8.3,514
213,Gears of War 2,Shooter,Xbox,X360,Microsoft Game Studios,Epic Games,2008-11-07,M,6.76,4.15,1.92,0.06,0.64,7th Gen,2 to 4,1-2 ,Not Specified,90,0,0,93,90,224,70,76,7.8,370
214,Gears of War 2,Shooter,Xbox,X360,Microsoft Game Studios,Epic Games,2008-11-07,M,6.76,4.15,1.92,0.06,0.64,7th Gen,2 to 4,1-2 ,Not Specified,90,0,0,93,90,224,70,76,7.8,370
215,Guild Wars 2,Role-Playing,PC,PC,NCSoft,ArenaNet,2012-08-28,T,2.3,0.95,1.06,0.0,0.29,PC,64+,Massively Multiplayer,Online,68,1,0,90,69,649,134,155,8.1,938
216,Halo 5: Guardians,Shooter,Xbox,XONE,Microsoft Studios,343 Industries,2015-10-27,T,5.0,,,,,8th Gen,13 to 24,Up to 24 ,Not Specified,89,12,0,84,101,445,180,207,6.5,832
217,Halo: Combat Evolved,Shooter,Xbox,XBOX,Microsoft,Bungie Studios,2001-11-14,M,5.0,,,,,6th Gen,2 to 4,1-4 ,Not Specified,68,0,0,97,68,419,48,38,8.5,505
218,Guitar Hero III: Legends of Rock,Misc,PlayStation,PS2,RedOctane,BudCat Creations,2007-10-28,T,4.98,3.49,0.01,0.01,1.48,6th Gen,2 to 4,1-2 ,Not Specified,24,0,0,82,24,10,6,1,8.4,17
219,Uncharted: Drake's Fortune,Action,PlayStation,PS3,Sony Computer Entertainment,Naughty Dog,2007-11-16,T,4.94,2.31,1.73,0.12,0.78,7th Gen,Not Specified,No Online Multiplayer,Not Online,65,1,0,88,66,385,113,30,8.0,528
220,Resident Evil 2,Action,PlayStation,PS,Capcom,Capcom,1998-01-21,M,5.82,1.88,1.47,2.02,0.45,5th Gen,1,1 Player,Not Online,12,1,0,89,13,79,4,1,9.2,84
221,Fallout 3,Role-Playing,Xbox,X360,Bethesda Softworks,Bethesda Game Studios,2008-10-28,M,4.96,3.39,1.03,0.09,0.44,7th Gen,Not Specified,No Online Multiplayer,Not Online,83,1,0,93,84,316,38,29,8.5,383
222,Fallout 3,Role-Playing,Xbox,X360,Bethesda Softworks,Bethesda Game Studios,2008-10-28,M,4.96,3.39,1.03,0.09,0.44,7th Gen,Not Specified,No Online Multiplayer,Not Online,83,1,0,93,84,316,38,29,8.5,383
223,Splatoon,Shooter,Nintendo,WIIU,Nintendo,Nintendo EAD,2015-05-29,E10,4.94,,,,,8th Gen,5 to 12,Up to 8 ,Not Specified,75,13,0,81,88,350,37,17,8.7,404
224,Madden NFL 06,Sports,PlayStation,PS2,EA Sports,EA Tiburon,2005-08-08,E,4.91,3.98,0.26,0.01,0.66,6th Gen,2 to 4,4  Online,Online,29,0,0,88,29,38,20,11,8.0,69
225,Stardew Valley,Simulation,PC,PC,Chucklefish,ConcernedApe,2016-02-26,E10,4.91,,,,,PC,Not Specified,No Online Multiplayer,Not Online,29,1,0,89,30,114,15,5,8.7,134
226,Dragon Quest VIII: Journey of the Cursed King,Role-Playing,PlayStation,PS2,Square Enix,Level 5 / Armor Project,2005-11-15,T,5.21,0.65,0.75,3.61,0.2,6th Gen,1,1 Player,Not Online,59,4,0,89,63,61,8,5,8.6,74
227,Diddy Kong Racing,Racing,Nintendo,N64,Nintendo,Rare Ltd.,1997-11-24,E,4.88,2.91,0.99,0.89,0.1,5th Gen,2 to 4,1-4 ,Not Specified,13,2,0,88,15,31,3,0,8.4,34
228,Crash Bandicoot N. Sane Trilogy,Platform,PlayStation,PS4,Activision,Vicarious Visions,2017-06-30,E10,4.83,1.09,2.92,0.07,0.74,8th Gen,Not Specified,No Online Multiplayer,Not Online,68,17,0,80,85,170,23,24,8.5,217
229,Assassin's Creed,Action,PlayStation,PS3,Ubisoft,Ubisoft Montreal,2007-11-13,M,4.83,1.91,2.0,0.09,0.83,7th Gen,Not Specified,No Online Multiplayer,Not Online,31,8,1,81,40,94,97,29,7.3,220
230,Assassin's Creed,Action,PlayStation,PS3,Ubisoft,Ubisoft Montreal,2007-11-13,M,4.83,1.91,2.0,0.09,0.83,7th Gen,Not Specified,No Online Multiplayer,Not Online,31,8,1,81,40,94,97,29,7.3,220
231,Call of Duty: Infinite Warfare,Shooter,Xbox,XONE,Activision,Infinity Ward,2016-11-04,M,4.79,2.91,1.44,,0.44,8th Gen,13 to 24,Up to 18 ,Not Specified,11,7,0,78,18,36,20,46,3.7,102
232,Crash Team Racing,Racing,PlayStation,PS,Sony Computer Entertainment,Naughty Dog,1999-09-30,E,4.79,2.57,1.57,0.44,0.21,5th Gen,2 to 4,1-4 ,Not Specified,20,0,0,88,20,68,6,2,8.9,76
233,LEGO Star Wars: The Complete Saga,Action,Nintendo,DS,LucasArts,Traveller's Tales,2007-11-06,E,4.9,2.89,1.54,0.0,0.46,7th Gen,Not Specified,No Online Multiplayer,Not Online,8,1,0,80,9,9,0,7,5.7,16
234,The Legend of Zelda: Phantom Hourglass,Adventure,Nintendo,DS,Nintendo,Nintendo EAD,2007-10-01,E,5.17,1.9,1.83,0.95,0.49,7th Gen,2 to 4,2 ,Not Specified,56,1,0,90,57,79,32,15,8.0,126
235,Batman: Arkham City,Action,Xbox,X360,Warner Bros. Interactive,Rocksteady Studios,2011-10-18,T,4.76,2.99,1.31,0.04,0.41,7th Gen,Not Specified,No Online Multiplayer,Not Online,87,0,0,94,87,342,27,14,8.7,383
236,Driver 2,Action,PlayStation,PS,Atari,Reflections Interactive,2000-11-13,T,4.73,2.36,2.1,0.02,0.25,5th Gen,2 to 4,1-2 ,Not Specified,7,5,2,62,14,26,9,1,7.8,36
237,The Simpsons: Hit & Run,Racing,PlayStation,PS2,VU Games,Radical Entertainment,2003-09-16,T,4.7,1.73,2.19,0.0,0.79,6th Gen,2 to 4,1-4 ,Not Specified,29,6,0,78,35,50,9,4,8.6,63
238,World of Warcraft: Cataclysm,MMO,PC,PC,Blizzard Entertainment,Blizzard Entertainment,2010-12-07,T,2.08,1.77,0.32,0.0,0.0,PC,64+,Massively Multiplayer,Online,53,0,0,90,53,54,66,91,5.6,211
239,Tony Hawk's Pro Skater 2,Sports,PlayStation,PS,Activision,Neversoft Entertainment,2000-09-20,T,4.68,3.05,1.41,0.02,0.2,5th Gen,2 to 4,1-2 ,Not Specified,19,0,0,98,19,41,8,5,7.5,54
240,Monster Hunter: World,Action,PlayStation,PS4,Capcom,Capcom,2018-01-26,T,4.67,1.03,1.06,2.17,0.42,8th Gen,2 to 4,Up to 4 ,Not Specified,89,4,0,90,93,257,49,69,7.7,375
241,The Lord of the Rings: The Two Towers,Action,PlayStation,PS2,Electronic Arts,Stormfront Studios,2002-10-21,T,4.67,1.94,1.95,0.08,0.7,6th Gen,1,1 Player,Not Online,25,7,0,82,32,24,8,4,8.1,36
242,Tomb Raider,Action,PlayStation,PS,Eidos Interactive,Core Design Ltd.,1996-11-15,T,4.63,2.29,1.97,0.13,0.24,5th Gen,1,1 Player,Not Online,13,0,0,91,13,31,4,1,8.4,36
243,God of War,Action,PlayStation,PS2,Sony Computer Entertainment,SCEA Santa Monica Studio,2005-03-22,M,4.45,2.71,1.29,0.02,0.43,6th Gen,1,1 Player,Not Online,74,1,0,94,75,234,21,10,8.9,265
244,Forza Motorsport 4,Racing,Xbox,X360,Microsoft Studios,Turn 10 Studio,2011-10-11,E,4.64,2.08,2.04,0.06,0.47,7th Gen,13 to 24,Up to 16 ,Not Specified,83,0,0,91,83,133,16,4,8.2,153
245,Guitar Hero III: Legends of Rock,Misc,Nintendo,WII,RedOctane,Vicarious Visions,2007-10-28,T,4.6,3.04,1.12,0.0,0.44,7th Gen,2 to 4,1-2 ,Not Specified,36,0,0,86,36,24,5,6,7.8,35
246,"Pokemon: Let's Go, Pikachu!",Role-Playing,Nintendo,Switch,Nintendo,Game Freak,2018-11-16,E,4.57,2.16,1.24,0.82,0.34,8th Gen,Not Specified,Online Multiplayer,Online,65,19,0,79,84,294,52,282,6.1,628
247,BioShock Infinite,Shooter,PC,PC,2K Games,Irrational Games,2013-03-25,M,0.67,0.28,0.3,0.0,0.08,PC,Not Specified,No Online Multiplayer,Not Online,68,0,0,94,68,1117,303,150,8.6,1570
248,Mario & Luigi: Bowser's Inside Story,Role-Playing,Nintendo,DS,Nintendo,AlphaDream Corporation,2009-09-14,E,3.83,2.26,0.48,0.81,0.27,7th Gen,Not Specified,No Online Multiplayer,Not Online,58,0,0,90,58,71,3,2,8.8,76
249,Mario & Sonic at the Olympic Winter Games,Sports,Nintendo,WII,Sega,Sega,2009-10-13,E,4.54,1.87,1.97,0.22,0.48,7th Gen,2 to 4,1-4 ,Not Specified,26,28,1,72,55,5,4,2,7.4,11
